image,output,timestamp
"{""background"": "".gradio/flagged/image/96682e9ac39d2350eb9b/background.png"", ""layers"": ["".gradio/flagged/image/99c1cf15ecf4700f4c11/layer_0.png""], ""composite"": "".gradio/flagged/image/7ab2bcd70bb281fd4726/composite.png"", ""id"": null}","{""label"": null, ""confidences"": null}",2025-06-07 16:04:11.037851
